"ShareName"	"Directories"	"Files"	"TotalSize"	"LT1Count"	"LT1Size"	"GE1Count"	"GE1Size"	"GE2Count"	"GE2Size"	"GE3Count"	"GE3Size"	"GE4Count"	"GE4Size"	"GE5Count"	"GE5Size"	"GE6Count"	"GE6Size"	"GE7Count"	"GE7Size"	"GE8Count"	"GE8Size"	"GE9Count"	"GE9Size"	"GE10Count"	"GE10Size"
"\\aplfs1\Facilities"	"22170"	"121566"	"316120431264"	"2603"	"5473564534"	"118963"	"310646866730"	"116326"	"301383690765"	"104352"	"209817862932"	"62151"	"66885910995"	"41034"	"34255067407"	"26984"	"14032599927"	"13612"	"9512764562"	"12291"	"6637143014"	"9871"	"5081035449"	"9140"	"4749870672"
"\\aplfs1\Industrial"	"5"	"1"	"334734"	"1"	"334734"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\aplfs1\Shares$"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\aplfs1\Xchange"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\arbfs1\Line"	"94254"	"1282898"	"7590344873727"	"14115"	"186427075711"	"1268783"	"7403917798016"	"1241595"	"6989362778914"	"1204833"	"6726416782520"	"1166591"	"6307961754492"	"1092110"	"5739124970196"	"969771"	"4875552311125"	"827134"	"3948054638790"	"697237"	"3275893037203"	"583037"	"2518632287411"	"523338"	"2010974074743"
"\\arbfs1\PD_DistMgmt"	"14422"	"231614"	"902572552810"	"3034"	"29918280197"	"228580"	"872654272613"	"175480"	"568086758474"	"150313"	"436389191700"	"136775"	"400297374338"	"112016"	"270886788997"	"81374"	"173067534985"	"61573"	"126794359957"	"44663"	"56237815911"	"41892"	"51771942747"	"40914"	"50160287897"
"\\arbfs1\SAS"	"6355"	"17571"	"21146031170"	"2"	"32054219"	"17569"	"21113976951"	"17559"	"21100430690"	"16873"	"18149821075"	"16718"	"17433367432"	"16468"	"16736263550"	"15914"	"14897238794"	"12581"	"8855208424"	"11477"	"7162413389"	"7874"	"5647876554"	"7748"	"5580034104"
"\\arbfs1\Shares$"	"5766"	"166328"	"28902834412"	"876"	"4073563901"	"165452"	"24829270511"	"162753"	"17786202638"	"145633"	"11321642807"	"139444"	"9984203810"	"135753"	"7949161818"	"103699"	"7074110966"	"86037"	"5727112700"	"82464"	"5196929148"	"80662"	"4965345246"	"72654"	"4500436291"
"\\arbfs1\Substation"	"58165"	"505152"	"981218650414"	"7578"	"32854268713"	"497574"	"948364381701"	"485641"	"903922368441"	"458778"	"839693224145"	"434052"	"780321211888"	"398156"	"698212512909"	"363449"	"564173713504"	"315935"	"426079034900"	"269750"	"335272297016"	"217913"	"229799023954"	"174742"	"167681359471"
"\\arbfs1\UpdateManager"	"5913"	"175014"	"29546340926"	"4378"	"4710850338"	"170636"	"24835490588"	"167940"	"17692122741"	"150799"	"11449702949"	"140200"	"10010474702"	"136513"	"7985109392"	"103845"	"7088428426"	"86158"	"5734635347"	"82580"	"5205421842"	"80763"	"4973584543"	"72585"	"4489649926"
"\\arbfs1\Xchange"	"10"	"21"	"186048804"	"21"	"186048804"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\at4fs1\Shares$"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\at4fs1\UpdateManager"	"5913"	"175014"	"29546340926"	"4378"	"4710850338"	"170636"	"24835490588"	"167940"	"17692122741"	"150799"	"11449702949"	"140200"	"10010474702"	"136513"	"7985109392"	"103845"	"7088428426"	"86158"	"5734635347"	"82580"	"5205421842"	"80763"	"4973584543"	"72585"	"4489649926"
"\\at4fs1\Xchange"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\ausfs1\Enviro"	"38954"	"146271"	"472823926520"	"16343"	"99117230179"	"129928"	"373706696341"	"119382"	"333915175199"	"111239"	"317767651932"	"103616"	"294471193782"	"100152"	"285253873933"	"95099"	"277138029788"	"83629"	"255799808562"	"79761"	"240501231134"	"71162"	"171309038011"	"56098"	"122066209764"
"\\ausfs1\Line"	"82647"	"512388"	"2796839090122"	"11318"	"77364778216"	"501070"	"2719474311906"	"482288"	"2665343713117"	"462356"	"2430179822885"	"395916"	"2171615594315"	"360277"	"1624256027550"	"325736"	"1393706322116"	"257419"	"899366893025"	"200118"	"405705367885"	"168293"	"267604161018"	"146176"	"194725353119"
"\\ausfs1\Shares$"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\ausfs1\Substation"	"1175"	"175"	"158036975"	"0"	"0"	"175"	"158036975"	"175"	"158036975"	"175"	"158036975"	"175"	"158036975"	"175"	"158036975"	"168"	"155518524"	"134"	"151388708"	"123"	"142546185"	"3"	"145408"	"0"	"0"
"\\ausfs1\Xchange"	"9"	"6"	"799979652"	"6"	"799979652"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\bdcdpwfs1\PW"	"115888"	"225123"	"373600363077"	"563"	"24989553"	"224560"	"373575373524"	"223669"	"373575187297"	"223161"	"373363556952"	"222892"	"373080674876"	"213898"	"367720335146"	"210690"	"363931218468"	"188765"	"305098318931"	"173791"	"282941027389"	"0"	"0"	"0"	"0"
"\\bdcdpwfs1\Shares$"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\bdcdpwfs1\SQL_DB_Backups"	"5"	"3027"	"4997783552"	"0"	"0"	"3027"	"4997783552"	"3027"	"4997783552"	"2727"	"4395454464"	"1641"	"2309353472"	"840"	"1141850112"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\bdcdpwfs1\Vault_Backup"	"676135"	"1351774"	"723739838095"	"373"	"53263706597"	"1351401"	"670476131498"	"1241808"	"624436472055"	"1031847"	"565450185991"	"1018809"	"555601101006"	"988510"	"545697309844"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\bdcdpwfs1\Vault_Filestore$"	"16502"	"32961"	"16353076378"	"0"	"0"	"32961"	"16353076378"	"30288"	"15230157855"	"25167"	"13791467951"	"24849"	"13551246366"	"24110"	"13309690484"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\ch3fs1\Line"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\ch3fs1\PD_DistMgmt"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\ch3fs1\Pub_Inv"	"149"	"3"	"7449603"	"3"	"7449603"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\ch3fs1\Shares$"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\ch3fs1\UpdateManager"	"5913"	"175014"	"29546340926"	"4378"	"4710850338"	"170636"	"24835490588"	"167940"	"17692122741"	"150799"	"11449702949"	"140200"	"10010474702"	"136513"	"7985109392"	"103845"	"7088428426"	"86158"	"5734635347"	"82580"	"5205421842"	"80763"	"4973584543"	"72585"	"4489649926"
"\\ch3fs1\Xchange"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\colfs1\Environmental"	"27187"	"94914"	"358946903140"	"21986"	"145671841182"	"72928"	"213275061958"	"53863"	"147090226120"	"24816"	"59754132218"	"3597"	"15980878636"	"1940"	"13773715857"	"1465"	"12723805018"	"1417"	"12650419624"	"1410"	"12643853550"	"1400"	"12643023655"	"1397"	"12636308026"
"\\colfs1\Line"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\colfs1\PD_DistMgmt"	"152"	"1079"	"10136131106"	"176"	"1638143875"	"903"	"8497987231"	"625"	"4772425158"	"413"	"3993656412"	"25"	"173288119"	"12"	"11791536"	"8"	"11100644"	"2"	"1010"	"2"	"1010"	"2"	"1010"	"0"	"0"
"\\colfs1\Shares$"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\colfs1\Substation"	"1165"	"12628"	"37765770370"	"1148"	"8315689765"	"11480"	"29450080605"	"8800"	"19315594103"	"8090"	"16860930850"	"7215"	"14728628215"	"6878"	"13171579975"	"5629"	"9124467700"	"5179"	"7813206967"	"5031"	"7308476364"	"4783"	"5846209676"	"4574"	"5533179890"
"\\colfs1\Xchange"	"6"	"2"	"127625729"	"2"	"127625729"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\da11fs1\Shares$"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\da11fs1\UpdateManager"	"5918"	"175024"	"29547372870"	"4387"	"4711882235"	"170637"	"24835490635"	"167940"	"17692122741"	"150825"	"11454726864"	"140203"	"10010478518"	"136519"	"7985678936"	"103846"	"7089738223"	"86160"	"5734694739"	"82580"	"5205421842"	"80765"	"4974060334"	"72586"	"4489719558"
"\\da11fs1\Xchange"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\ftlfs1\Environmental"	"3442"	"8460"	"27927954483"	"5165"	"18643310834"	"3295"	"9284643649"	"907"	"2863058395"	"824"	"2094400761"	"476"	"1446594459"	"417"	"526684542"	"394"	"519729470"	"359"	"430975776"	"349"	"412039465"	"344"	"404114839"	"291"	"315761583"
"\\ftlfs1\Line"	"4475"	"17556"	"113486303380"	"6113"	"66244580659"	"11443"	"47241722721"	"4768"	"30050228207"	"3446"	"23348934560"	"2742"	"13647296141"	"2212"	"6748372289"	"1460"	"4252344077"	"1332"	"3980304030"	"1157"	"3728982143"	"964"	"3442203758"	"828"	"2696227369"
"\\ftlfs1\PD_DistMgmt"	"24"	"98"	"2580537436"	"5"	"147558647"	"93"	"2432978789"	"71"	"1907342939"	"29"	"93439814"	"9"	"9830788"	"5"	"2838712"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\ftlfs1\Shares$"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\ftlfs1\Substation"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\ftlfs1\Xchange"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\grbfs1\Backup"	"9"	"13"	"52967685357"	"0"	"0"	"13"	"52967685357"	"13"	"52967685357"	"13"	"52967685357"	"13"	"52967685357"	"13"	"52967685357"	"13"	"52967685357"	"13"	"52967685357"	"13"	"52967685357"	"13"	"52967685357"	"13"	"52967685357"
"\\grbfs1\GIS"	"20143"	"58988"	"183148283721"	"8"	"390688525"	"58980"	"182757595196"	"58424"	"178354860618"	"57262"	"84354422164"	"55632"	"70052040832"	"55594"	"62409202223"	"55435"	"61618622586"	"54998"	"61537084199"	"53953"	"61225422335"	"53804"	"61217550356"	"53730"	"61129729031"
